ID,risk_probability_default,decision
5112861,0.0005314266915959694,Approved
5008998,0.0014378639344952845,Approved
5008999,0.0014378639344952845,Approved
5009000,0.00016970357478458025,Approved
5009001,0.011059935888628957,Approved
5009002,0.011059935888628957,Approved
5009005,0.011059935888628957,Approved
5009006,0.04035263036540158,Approved
5009007,0.04035263036540158,Approved
5009008,0.011059935888628957,Approved
5009009,0.04035263036540158,Approved
5009010,0.011059935888628957,Approved
5009012,0.01128738172903434,Approved
5009014,0.011059935888628957,Approved
5009016,0.0015232510011665903,Approved
5009018,0.003816116113819483,Approved
5009019,0.0003100849083190379,Approved
5009020,0.0015232510011665903,Approved
5009022,0.00011128689086799583,Approved
5009023,0.0002653762874858925,Approved
5009024,0.0019728339134303286,Approved
5009025,0.00023469796926020264,Approved
5009027,0.0013753731684328177,Approved
5112862,0.0005945848169563886,Approved
5009028,0.9999999093441179,Rejected
5009029,0.0015297886888607708,Approved
5009031,0.002550417088405365,Approved
5009032,0.002550417088405365,Approved
5009033,3.986374253088681e-05,Approved
5009034,4.2947160649032563e-05,Approved
5009035,0.0018504169502215394,Approved
5009036,5.358193669719304e-05,Approved
5009037,4.5302121608388874e-05,Approved
5009038,4.4450540471236447e-05,Approved
5009039,0.12783714768390514,Approved
5009040,0.0177927734176292,Approved
5009042,0.01734822360544061,Approved
5009043,0.03378065083548359,Approved
5009044,0.9999999592027863,Rejected
5009045,0.9999999592027863,Rejected
5009046,0.10578089573357756,Approved
5009047,0.11146968509159838,Approved
5009050,0.004384168985039044,Approved
5009051,0.9999991145210656,Rejected
5009052,5.463141922408278e-05,Approved
5009053,0.004384168985039044,Approved
5009055,0.004384168985039044,Approved
5009056,0.0032324099225642584,Approved
5009057,0.0032324099225642584,Approved
5009058,4.095284770644067e-05,Approved
5009060,0.0012052818433032524,Approved
5009062,0.00089105034074735,Approved
5009063,0.029700946967624313,Approved
5009064,0.0004512507814953317,Approved
5009065,0.029568268917079917,Approved
5009066,0.011168202995183072,Approved
5009067,0.0004512507814953317,Approved
5009068,0.004597985697429659,Approved
5009069,0.0020662862490248733,Approved
5009070,0.00089105034074735,Approved
5009071,0.00034414946608744883,Approved
5009072,0.00030644764073914485,Approved
5009074,0.004995678703932514,Approved
5009075,0.0006037185230044609,Approved
5009078,5.649036360547202e-05,Approved
5009079,2.0194837264881392e-05,Approved
5009080,0.9999998678549181,Rejected
5009081,0.0003706094633721536,Approved
5009083,3.821163107440846e-06,Approved
5009084,5.7174224600066935e-06,Approved
5009088,0.004252685703916575,Approved
5009089,0.0028610905963600457,Approved
5009090,0.006329175316438703,Approved
5009092,0.9742420937268919,Rejected
5009094,0.9742420937268919,Rejected
5009095,0.9742420937268919,Rejected
5009096,0.0028350808920364007,Approved
5009097,0.006228629591788188,Approved
5009098,0.007411875481643393,Approved
5009099,0.011170473017158511,Approved
5009100,0.03380131048036895,Approved
5009103,1.1119114104196482e-05,Approved
5009104,3.190335969273172e-05,Approved
5009105,7.892632149523762e-06,Approved
5009106,0.00011862477948190744,Approved
5112876,0.00015383221569089395,Approved
5009108,0.0010240802403641673,Approved
5009109,0.0002073192002051267,Approved
5009110,0.9999996461614353,Rejected
5009116,0.00018320444808444803,Approved
5009117,1.7254526399333603e-06,Approved
5009118,0.00018320444808444803,Approved
5009120,0.00018320444808444803,Approved
5009122,0.00018320444808444803,Approved
5009123,2.1624669361695478e-05,Approved
5009124,0.00018320444808444803,Approved
5009125,2.0710006100811493e-05,Approved
5009126,0.00018320444808444803,Approved
5009127,0.00048699750349568717,Approved
5009128,0.00018320444808444803,Approved
5009129,0.0012340188264724375,Approved
5009130,0.00048699750349568717,Approved
5009131,0.00018320444808444803,Approved
5009133,6.655037633158762e-05,Approved
5009134,6.655037633158762e-05,Approved
5009135,5.992762540934651e-05,Approved
5009136,4.159543501113924e-05,Approved
5009137,5.992762540934651e-05,Approved
5009138,0.9999990680701144,Rejected
5009139,2.0502942200284286e-05,Approved
5009140,5.992762540934651e-05,Approved
5009141,7.781548553037826e-05,Approved
5009142,0.0015390790249739548,Approved
5009143,0.999999475913629,Rejected
5009144,0.009158264243070733,Approved
5009145,0.0005713141438327354,Approved
5009146,0.9999998333153559,Rejected
5009147,0.007312112963765028,Approved
5009149,0.020724275192658525,Approved
5009150,0.9999997228288813,Rejected
5009151,0.00036171341277583624,Approved
5009152,0.00014350014372701257,Approved
5009153,0.00014350014372701257,Approved
5009154,0.00036171341277583624,Approved
5009155,0.0007447523202412402,Approved
5009156,0.0006524435860369396,Approved
5009157,0.00014350014372701257,Approved
5009158,0.0003915806697340024,Approved
5009159,0.0015114401950864127,Approved
5009160,0.0007219723787692441,Approved
5009161,0.9999996420998789,Rejected
5009162,0.00014350014372701257,Approved
5009163,0.002391774111925229,Approved
5009164,0.001053182092828591,Approved
5009165,0.001053182092828591,Approved
5009166,0.001053182092828591,Approved
5009168,0.001053182092828591,Approved
5009170,0.0007890163688430794,Approved
5009177,0.9999923967472232,Rejected
5009178,0.9999971752212016,Rejected
5009179,0.0005173339756051823,Approved
5009180,0.9999957237170931,Rejected
5009181,0.9999986690923169,Rejected
5009182,0.00018313061666865865,Approved
5009183,0.001003625305397079,Approved
5009186,0.9999992801987055,Rejected
5009187,0.05016160241524214,Approved
5009188,0.0012703316947327758,Approved
5009189,0.0012703316947327758,Approved
5009190,0.004227501333049504,Approved
5009191,0.0012703316947327758,Approved
5009192,0.0022654469079481316,Approved
5009193,0.9999995457785278,Rejected
5009195,0.00014134183898994744,Approved
5009196,0.00013768556314976819,Approved
5009198,2.090672061846642e-05,Approved
5009201,6.633494111094656e-06,Approved
5009202,0.00014134183898994744,Approved
5009203,4.4456257343087143e-05,Approved
5009204,1.1267820812295432e-05,Approved
5009205,0.0003074830278412405,Approved
5009206,4.893197800462132e-05,Approved
5009207,4.893197800462132e-05,Approved
5009208,9.258719416785793e-05,Approved
5009209,0.999998687521203,Rejected
5009210,5.798379412021471e-06,Approved
5009213,0.0007317578872338646,Approved
5009215,0.9999990222426068,Rejected
5009216,0.012535472491466365,Approved
5009217,0.012535472491466365,Approved
5009220,0.003964825102476435,Approved
5009222,0.0022549990267559023,Approved
5009223,0.0038006599491081203,Approved
5009224,6.923395736972925e-05,Approved
5009225,0.003964825102476435,Approved
5009226,0.0022549990267559023,Approved
5009227,0.004455450613359877,Approved
5009232,0.003973985656490819,Approved
5009233,0.0022549990267559023,Approved
5009234,0.011378245133334462,Approved
5009236,0.0010054637628499883,Approved
5009238,1.609726241088053e-05,Approved
5009239,0.00022472256235543667,Approved
5009240,9.94402696279935e-05,Approved
5009241,0.00274343901347358,Approved
5009242,1.346547116169145e-05,Approved
5009243,0.00030020077696346013,Approved
5009244,0.0002673400547095143,Approved
5009246,0.0014232909107117807,Approved
5009247,0.010000101315653641,Approved
5009248,0.008212038856811954,Approved
5009249,0.015029619176348508,Approved
5009250,0.03775502484259465,Approved
5009251,0.015029619176348508,Approved
5009252,0.027303875775157204,Approved
5009253,0.0027125831224583414,Approved
5009255,0.0004264492417507783,Approved
5009257,0.0006758892947859594,Approved
5009258,0.0006758892947859594,Approved
5009260,0.00150648540553934,Approved
5009261,0.9999989332353953,Rejected
5009262,0.0036413723883197665,Approved
5009263,0.9999992772410405,Rejected
5009264,0.999999763597973,Rejected
5009265,0.0001180577803586994,Approved
5009266,1.6321039210423044e-05,Approved
5009267,1.2632854077614264e-05,Approved
5009268,9.68459632374274e-05,Approved
5009269,5.4269233837024835e-05,Approved
5009270,0.0002809380224429986,Approved
5009271,0.0002809380224429986,Approved
5009272,0.0021971814648050745,Approved
5009274,0.004814428410154361,Approved
5009275,0.0002809380224429986,Approved
5009276,0.0012975160282309352,Approved
5009277,0.0008277067593361474,Approved
5009278,0.0002479525097737534,Approved
5009279,3.168234639367828e-05,Approved
5009280,3.168234639367828e-05,Approved
5009281,2.5129592912507783e-05,Approved
5009284,3.030857297171304e-05,Approved
5009285,0.00016307162661517423,Approved
5009286,1.046813752393201e-05,Approved
5009287,0.00017202942909291577,Approved
5009289,0.010429139097897364,Approved
5009290,0.0002479525097737534,Approved
5009291,0.004292709446226126,Approved
5009292,4.732528500376112e-05,Approved
5009293,2.5129592912507783e-05,Approved
5009294,1.046813752393201e-05,Approved
5009295,0.00012064934516723823,Approved
5009296,0.00037980881846257027,Approved
5009297,0.984541254688653,Rejected
5009299,0.9999999878112725,Rejected
5009300,0.42659904936513426,Approved
5009301,0.4174185528056313,Approved
5009302,0.0002775031833511166,Approved
5009303,2.5811977881398765e-05,Approved
5009304,2.875308181380415e-05,Approved
5009305,0.001506166091697896,Approved
5009306,0.00039236427310720474,Approved
5009307,0.00039236427310720474,Approved
5009308,2.8237859622423964e-05,Approved
5009309,0.0003256265486776698,Approved
5009310,3.5195891290942985e-05,Approved
5009311,0.00039236427310720474,Approved
5009312,0.0026147250181710146,Approved
5009313,0.00251872276401801,Approved
5009314,0.013355167659587192,Approved
5009315,0.0028459004371538866,Approved
5009316,0.0017158486272066177,Approved
5009317,0.0028459004371538866,Approved
5009318,0.013355167659587192,Approved
5009319,2.6124407011685405e-05,Approved
5009325,0.0007961051545060781,Approved
5009327,0.0010382632338795594,Approved
5009328,0.003534920741247875,Approved
5009329,0.0010382632338795594,Approved
5009330,0.0008872567694279599,Approved
5009331,0.0010382632338795594,Approved
5009332,0.0008872567694279599,Approved
5009333,0.0007961051545060781,Approved
5009335,0.006741798343021938,Approved
5009336,0.000308650784680094,Approved
5009337,0.000308650784680094,Approved
5009338,0.002445997983810522,Approved
5009339,0.9999998481278898,Rejected
5009340,0.0006922868679912431,Approved
5009341,0.0006922868679912431,Approved
5009342,0.0007844574379898463,Approved
5009343,0.0007844574379898463,Approved
5009344,0.006753217923683909,Approved
5009345,0.0038757903688384134,Approved
5009346,0.06430992024978169,Approved
5009349,0.0015351320551271642,Approved
5009354,0.9999998300360742,Rejected
5009355,0.00017815248919627062,Approved
5009358,0.00017815248919627062,Approved
5009359,0.9999998768892017,Rejected
5009360,0.9999999048567652,Rejected
5009361,0.0010056869164975155,Approved
5009362,0.0011192770833871875,Approved
5009363,0.0011192770833871875,Approved
5009364,0.00295654685580066,Approved
5009365,0.003082586247213398,Approved
5009366,0.9999990240143177,Rejected
5009367,0.0016400580535536884,Approved
5009368,0.039913065173658425,Approved
5009369,0.9999999562355651,Rejected
5009370,0.021654030816061418,Approved
5009371,0.021654030816061418,Approved
5009372,0.021654030816061418,Approved
5009373,0.0055808378280315886,Approved
5009378,3.8989324199330605e-05,Approved
5009379,0.009848825508422506,Approved
5009380,0.009848825508422506,Approved
5009381,0.0037638098136402163,Approved
5009382,0.009492938870894283,Approved
5009383,1.0820692964156028e-05,Approved
5009384,4.8819973293110117e-05,Approved
5009386,0.00015920342429348418,Approved
5009387,0.00015920342429348418,Approved
5009389,0.9999996723179382,Rejected
5009391,0.99999950594342,Rejected
5009392,0.0003597955215476491,Approved
5009393,0.0008040270153942122,Approved
5009394,0.999999636955678,Rejected
5009395,0.0014264863548848845,Approved
5009396,0.00010877978995210806,Approved
5009397,0.00010877978995210806,Approved
5009398,0.0001903311156608744,Approved
5009399,0.00010877978995210806,Approved
5009400,0.00010234340491428605,Approved
5009401,0.00010877978995210806,Approved
5009402,0.0456363210888894,Approved
5009403,0.000299235554845852,Approved
5009404,0.018821328852704364,Approved
5009405,4.030593972849134e-05,Approved
5009406,4.030593972849134e-05,Approved
5009408,3.5066005589170185e-05,Approved
5009410,3.143090694498022e-05,Approved
5112901,3.1300647366415955e-05,Approved
5009415,0.964097196138857,Rejected
5009416,0.07689668819272201,Approved
5009417,0.9999999880320466,Rejected
5009418,0.9054073083812882,Rejected
5009419,0.11035119287323863,Approved
5009420,0.12810134440746623,Approved
5009421,0.8852311467078878,Rejected
5009423,0.0369322270701196,Approved
5009424,0.9999995165854777,Rejected
5009425,0.0004248326902725476,Approved
5009426,0.01951009304717243,Approved
5009427,0.001120124943420828,Approved
5009428,0.0010144762976213233,Approved
5009429,2.592933907429484e-05,Approved
5009431,0.0024276143371274035,Approved
5009435,0.013727882221200305,Approved
5090746,0.023360863910006587,Approved
5009436,0.003774498022759814,Approved
5009437,0.05890764417946898,Approved
5009438,0.05890764417946898,Approved
5009439,0.05890764417946898,Approved
5009440,0.05890764417946898,Approved
5009441,0.0002935164266527695,Approved
5009442,0.0002935164266527695,Approved
5009443,0.0005858973264770435,Approved
5009444,0.0002853976919098215,Approved
5009445,0.9999991322396735,Rejected
5009447,9.781476718735012e-05,Approved
5009448,3.6971789668493026e-05,Approved
5009450,0.00641489238091546,Approved
5009451,0.00641489238091546,Approved
5009452,0.00641489238091546,Approved
5009453,0.002673093821445476,Approved
5009454,0.0012523922344902865,Approved
5009455,0.00641489238091546,Approved
5009456,0.01655551685262931,Approved
5009457,0.0038475233688684855,Approved
5009458,0.002673093821445476,Approved
5009459,0.0035604525417088787,Approved
5009460,0.0028444467862020506,Approved
5009465,0.00011559405387517154,Approved
5009466,0.008171192468999786,Approved
5009468,9.185587345563943e-05,Approved
5009469,0.9999998949332244,Rejected
5009470,0.0031201404814501683,Approved
5009471,0.0031201404814501683,Approved
5009472,0.9999998586342966,Rejected
5009473,0.0015725328447397792,Approved
5009481,0.9999997116396514,Rejected
5009482,0.00020742868426813204,Approved
5009484,0.0069628438323649025,Approved
5009485,0.09061975952110546,Approved
5009487,8.525402535992796e-07,Approved
5009488,8.525402535992796e-07,Approved
5009489,1.0261659792873442e-06,Approved
5009490,0.0010582531133009894,Approved
5009492,0.0010582531133009894,Approved
5009493,0.0006264392077263878,Approved
5009494,0.050202082881146325,Approved
5009495,0.001320638566314802,Approved
5009497,0.005578525210541764,Approved
5009498,0.004135334700141069,Approved
5009499,0.004135334700141069,Approved
5009500,0.005146713206747711,Approved
5009501,0.046184416221362996,Approved
5009502,0.005578525210541764,Approved
5009503,0.0006264392077263878,Approved
5009507,0.0008756542128763013,Approved
5009508,0.999999606174507,Rejected
5009509,0.00017309707579819965,Approved
5009510,0.0003915990721587236,Approved
5009512,0.0005115712334688993,Approved
5009513,0.9999998707646991,Rejected
5009515,0.00021596992283994679,Approved
5009516,6.895264241934644e-06,Approved
5009517,0.00010395160789548571,Approved
5009518,0.0009737924033092375,Approved
5009519,0.00030608599309600663,Approved
5009521,0.002073912541920445,Approved
5009523,0.8246895240429397,Rejected
5009525,0.6874779573390091,Rejected
5009526,0.02598291677372767,Approved
5009527,0.00512618393448716,Approved
5009529,0.02598291677372767,Approved
5009530,0.03483721712440485,Approved
5009531,0.012095295770499642,Approved
5009533,0.03663849160989523,Approved
5009534,0.005967449983894356,Approved
5009535,0.0031841044291077685,Approved
5009536,0.022732765550317228,Approved
5009537,0.00744088156380073,Approved
5009540,0.01979621643012007,Approved
5009541,0.9999999697227067,Rejected
5009543,0.019989161105390642,Approved
5009545,0.00380271030806809,Approved
5009546,0.9999998821383019,Rejected
5009548,0.0974424178516629,Approved
5009551,0.00380271030806809,Approved
5009553,0.22617735244296283,Approved
5009554,0.019989161105390642,Approved
5009555,0.006552723686382015,Approved
5009556,0.984142968223341,Rejected
5009557,0.10253143462377193,Approved
5009558,0.9999998821383019,Rejected
5009559,0.030418449199665788,Approved
5009560,0.019989161105390642,Approved
5009561,0.08101553069461453,Approved
5009562,0.000972527857755749,Approved
5009563,0.000972527857755749,Approved
5009564,0.0012831044595900465,Approved
5009565,0.0004921030846058172,Approved
5009566,0.03815495622890782,Approved
5009567,0.0004828310020494134,Approved
5009568,0.0015208074824593007,Approved
5009569,0.0015208074824593007,Approved
5009570,0.00015570254646523078,Approved
5009571,0.0005542084260273353,Approved
5009572,2.4113261497350504e-05,Approved
5009573,0.0013282690249143102,Approved
5009574,0.038753764009310944,Approved
5009575,0.0404962425243765,Approved
5009576,0.12857494783952483,Approved
5009577,0.0157232873124819,Approved
5009578,0.0006705961811727942,Approved
5009579,0.04419219783810749,Approved
5009580,0.0157232873124819,Approved
5009581,0.07921475007495006,Approved
5009582,0.9999987536712264,Rejected
5009583,0.0010389052042522504,Approved
5009584,0.9999987536712264,Rejected
5009585,3.0734235167502457e-06,Approved
5009586,0.0037263222239128277,Approved
5009590,0.0018114329018124758,Approved
5009591,0.0018114329018124758,Approved
5009592,0.00029662272659549576,Approved
5090748,3.021644938795202e-06,Approved
5009593,0.016941219248935855,Approved
5009594,0.11455676120468113,Approved
5009595,0.016941219248935855,Approved
5009597,0.0011457290625005332,Approved
5009599,0.016941219248935855,Approved
5009600,0.0010801967400033675,Approved
5009602,8.130515005907878e-05,Approved
5009603,7.811297526822481e-06,Approved
5009605,0.01822472745086472,Approved
5009606,0.01822472745086472,Approved
5009607,0.0004855170706795721,Approved
5009608,0.0004855170706795721,Approved
5009609,0.0004010344576435865,Approved
5009610,0.023198050226822454,Approved
5009611,0.0004855170706795721,Approved
5009612,0.0004855170706795721,Approved
5009613,2.270141701936881e-05,Approved
5009614,0.04482326719248983,Approved
5009617,0.005273830710523665,Approved
5009618,0.004774928295210564,Approved
5009620,5.6628689481446e-05,Approved
5009622,5.6628689481446e-05,Approved
5009623,5.6628689481446e-05,Approved
5009624,0.004405607525559034,Approved
5009625,0.0009246156993287297,Approved
5009627,0.0009246156993287297,Approved
5009628,0.9999998658381695,Rejected
5009629,0.0015282729449812072,Approved
5009631,0.00012290310795355514,Approved
5009632,0.000982466163051002,Approved
5009633,0.0010965735531529856,Approved
5009634,0.002173189531421832,Approved
5009636,0.005173256643176462,Approved
5009637,8.559877160953945e-05,Approved
5009638,0.006504491619533275,Approved
5009639,4.275888205670867e-05,Approved
5009642,0.00011656456035270065,Approved
5009643,0.0046186060828964474,Approved
5009646,0.0008778434553650852,Approved
5009647,0.0008726541054773009,Approved
5009648,0.00066183522728096,Approved
5090751,0.00066183522728096,Approved
5009651,0.00022082263160794845,Approved
5009653,0.0004399511848295069,Approved
5009654,8.738814689406303e-05,Approved
5009655,0.00024962909562246683,Approved
5009656,0.0003367912605591107,Approved
5009657,0.0004399511848295069,Approved
5009658,4.698002064290894e-05,Approved
5009660,7.101842625340832e-05,Approved
5009661,0.00030484310718984284,Approved
5009662,0.00030484310718984284,Approved
5009663,0.00149568225603836,Approved
5009664,0.9999998400583661,Rejected
5009665,0.9999997255748485,Rejected
5009666,0.9999998400583661,Rejected
5009667,0.9999996467603312,Rejected
5009668,0.9999996467603312,Rejected
5009671,0.372782246686806,Approved
5009672,0.15786007513673617,Approved
5009673,2.297463356852166e-05,Approved
5009674,3.906807103206128e-05,Approved
5009675,0.0011340542985580212,Approved
5009676,0.0008364199140366023,Approved
5009677,4.6307606958363285e-05,Approved
5009678,0.00017061948788874712,Approved
5009680,5.13319340013575e-05,Approved
5009681,3.906807103206128e-05,Approved
5009682,2.297463356852166e-05,Approved
5009683,4.6307606958363285e-05,Approved
5009684,0.0004960412721493697,Approved
5009685,0.0008364199140366023,Approved
5009686,0.0001248041025959017,Approved
5009687,2.297463356852166e-05,Approved
5009688,0.0011340542985580212,Approved
5009689,4.482342197697935e-06,Approved
5009690,0.00016547988135279384,Approved
5009691,0.00016547988135279384,Approved
5009693,0.00019820037038972065,Approved
5009694,0.999998885098806,Rejected
5009695,0.9999998409041491,Rejected
5009698,0.9999989773884735,Rejected
5009699,0.999999726620047,Rejected
5009700,0.9999996582772066,Rejected
5090752,0.999998885098806,Rejected
5009701,0.0006055034679544885,Approved
5009702,0.0006055034679544885,Approved
5009703,0.013084724626112295,Approved
5009704,0.013084724626112295,Approved
5009705,0.019563502283483924,Approved
5009706,0.01706033273106079,Approved
5009707,0.006678607996667348,Approved
5009709,0.02307336437103487,Approved
5009711,0.00788861035955019,Approved
5009712,0.008823839300063994,Approved
5009713,0.9999992151532735,Rejected
5009714,0.9999992151532735,Rejected
5009715,0.0002944094967363603,Approved
5009716,0.0002944094967363603,Approved
5009717,0.00034877118503671143,Approved
5009718,0.9999992151532735,Rejected
5009719,0.002621684270422177,Approved
5009722,0.008630377062294635,Approved
5009724,6.226141507459714e-05,Approved
5009725,0.004063698876852249,Approved
5009726,0.0012375992126246748,Approved
5009727,1.4694800753679898e-05,Approved
5009729,0.008229762643535116,Approved
5009730,0.008229762643535116,Approved
5009731,0.036469326702832615,Approved
5009732,0.0005260819758788737,Approved
5009733,0.0005260819758788737,Approved
5009734,0.0005260819758788737,Approved
5009736,0.00021913671860145965,Approved
5009737,0.00164005512643775,Approved
5009738,0.0024439404129206906,Approved
5009739,0.00021913671860145965,Approved
5009740,0.00021996299444440736,Approved
5009741,0.00021996299444440736,Approved
5009742,0.0010697194769762144,Approved
5009743,0.0004079627274046017,Approved
5009745,0.9999999994262385,Rejected
5009746,0.9999994264859332,Rejected
5009748,0.9999999956702996,Rejected
5009750,0.9999999535632128,Rejected
5009751,0.18941873904423495,Approved
5009755,0.9999999525077627,Rejected
5090754,0.0034486370717505565,Approved
5009757,0.0007531083175505841,Approved
5009758,0.0007048147504437043,Approved
5009759,0.00031267288522508546,Approved
5009760,0.00029290011475030444,Approved
5009761,0.00031267288522508546,Approved
5009762,0.003556500258310097,Approved
5009764,0.0039353160599255805,Approved
5009765,0.0039353160599255805,Approved
5009766,0.000578102636125689,Approved
5009767,0.0039353160599255805,Approved
5009768,0.007922810339463798,Approved
5009773,0.000578102636125689,Approved
5009774,0.0003743985869331693,Approved
5009775,0.0039353160599255805,Approved
5009777,0.003556500258310097,Approved
5009779,0.034708856308348454,Approved
5009783,5.49174507107274e-06,Approved
5009784,5.49174507107274e-06,Approved
5009785,0.0001291219282606457,Approved
5009788,0.0005810898940459046,Approved
5009789,0.0005810898940459046,Approved
5009790,1.6252003399177803e-05,Approved
5009791,0.0005810898940459046,Approved
5009792,4.108502174474172e-06,Approved
5009794,0.0005810898940459046,Approved
5009796,0.999998645477016,Rejected
5009797,0.0001291219282606457,Approved
5009798,0.0005810898940459046,Approved
